index,model1,dataset1,gpu_num1,batch_size1,speed1,co_pipeline_rank,pipeline_strategy,model2,dataset2,gpu_num2,batch_size2,speed2
525,PointNet,ShapeNet,2,64,0.86,"0,1",NA,PointNet,ShapeNet,2,32,0.53
526,PointNet,ShapeNet,2,64,0.7,"0,1",NA,PointNet,ShapeNet,2,64,0.69
527,PointNet,ShapeNet,2,64,0.56,"0,1",NA,PointNet,ShapeNet,2,128,0.75
528,PointNet,ShapeNet,4,64,0.84,"0,1,2,3",NA,resnet50,ImageNet,4,32,0.37
529,PointNet,ShapeNet,4,64,0.75,"0,1,2,3",NA,resnet50,ImageNet,4,64,0.5
530,PointNet,ShapeNet,4,64,0.64,"0,1,2,3",NA,resnet50,ImageNet,4,128,0.58
531,PointNet,ShapeNet,4,64,0.54,"0,1,2,3",NA,vgg19,ImageNet,4,32,0.65
532,PointNet,ShapeNet,4,64,0.44,"0,1,2,3",NA,vgg19,ImageNet,4,64,0.73
533,PointNet,ShapeNet,4,64,0.3,"0,1,2,3",NA,vgg19,ImageNet,4,128,0.84
534,PointNet,ShapeNet,4,64,1.0,"0,1,2,3",NA,DCGAN,LSUN,4,32,0.4
535,PointNet,ShapeNet,4,64,0.99,"0,1,2,3",NA,DCGAN,LSUN,4,64,0.37
536,PointNet,ShapeNet,4,64,1.0,"0,1,2,3",NA,DCGAN,LSUN,4,128,0.43
537,PointNet,ShapeNet,4,64,0.78,"0,1,2,3",NA,PointNet,ShapeNet,4,32,0.66
538,PointNet,ShapeNet,4,64,0.65,"0,1,2,3",NA,PointNet,ShapeNet,4,64,0.75
539,PointNet,ShapeNet,4,64,0.53,"0,1,2,3",NA,PointNet,ShapeNet,4,128,0.91
540,PointNet,ShapeNet,2,128,0.98,"0,1",NA,resnet50,ImageNet,2,32,0.24
541,PointNet,ShapeNet,2,128,0.91,"0,1",NA,resnet50,ImageNet,2,64,0.31
542,PointNet,ShapeNet,2,128,0.79,"0,1",NA,resnet50,ImageNet,2,128,0.39
543,PointNet,ShapeNet,2,128,0.74,"0,1",NA,vgg19,ImageNet,2,32,0.48
544,PointNet,ShapeNet,2,128,0.59,"0,1",NA,vgg19,ImageNet,2,64,0.57
545,PointNet,ShapeNet,2,128,0.42,"0,1",NA,vgg19,ImageNet,2,128,0.66
546,PointNet,ShapeNet,2,128,1.0,"0,1",NA,DCGAN,LSUN,2,32,0.31
547,PointNet,ShapeNet,2,128,1.0,"0,1",NA,DCGAN,LSUN,2,64,0.33
548,PointNet,ShapeNet,2,128,1.0,"0,1",NA,DCGAN,LSUN,2,128,0.36
549,PointNet,ShapeNet,2,128,0.92,"0,1",NA,PointNet,ShapeNet,2,32,0.43
550,PointNet,ShapeNet,2,128,0.78,"0,1",NA,PointNet,ShapeNet,2,64,0.57
551,PointNet,ShapeNet,2,128,0.63,"0,1",NA,PointNet,ShapeNet,2,128,0.64
552,PointNet,ShapeNet,4,128,0.99,"0,1,2,3",NA,resnet50,ImageNet,4,32,0.25
553,PointNet,ShapeNet,4,128,0.93,"0,1,2,3",NA,resnet50,ImageNet,4,64,0.37
554,PointNet,ShapeNet,4,128,0.8,"0,1,2,3",NA,resnet50,ImageNet,4,128,0.4
555,PointNet,ShapeNet,4,128,0.76,"0,1,2,3",NA,vgg19,ImageNet,4,32,0.48
556,PointNet,ShapeNet,4,128,0.63,"0,1,2,3",NA,vgg19,ImageNet,4,64,0.49
557,PointNet,ShapeNet,4,128,0.44,"0,1,2,3",NA,vgg19,ImageNet,4,128,0.66
558,PointNet,ShapeNet,4,128,1.0,"0,1,2,3",NA,DCGAN,LSUN,4,32,0.37
559,PointNet,ShapeNet,4,128,1.0,"0,1,2,3",NA,DCGAN,LSUN,4,64,0.36
560,PointNet,ShapeNet,4,128,1.0,"0,1,2,3",NA,DCGAN,LSUN,4,128,0.41
561,PointNet,ShapeNet,4,128,0.97,"0,1,2,3",NA,PointNet,ShapeNet,4,32,0.48
562,PointNet,ShapeNet,4,128,0.84,"0,1,2,3",NA,PointNet,ShapeNet,4,64,0.58
563,PointNet,ShapeNet,4,128,0.69,"0,1,2,3",NA,PointNet,ShapeNet,4,128,0.74
564,Bert-Large,WikiText,2,256/32,0.47,"0,1",TP24,resnet50,ImageNet,2,32,0.44
565,Bert-Large,WikiText,2,256/32,0.4,"0,1",TP24,resnet50,ImageNet,2,64,0.59
566,Bert-Large,WikiText,2,256/32,0.0,"0,1",TP24,resnet50,ImageNet,2,128,0.0
567,Bert-Large,WikiText,2,256/32,0.28,"0,1",TP24,vgg19,ImageNet,2,32,0.75
568,Bert-Large,WikiText,2,256/32,0.2,"0,1",TP24,vgg19,ImageNet,2,64,0.86
569,Bert-Large,WikiText,2,256/32,0.12,"0,1",TP24,vgg19,ImageNet,2,128,0.91
570,Bert-Large,WikiText,2,256/32,0.66,"0,1",TP24,DCGAN,LSUN,2,32,0.47
571,Bert-Large,WikiText,2,256/32,0.63,"0,1",TP24,DCGAN,LSUN,2,64,0.45
572,Bert-Large,WikiText,2,256/32,0.6,"0,1",TP24,DCGAN,LSUN,2,128,0.52
573,Bert-Large,WikiText,2,256/32,0.41,"0,1",TP24,PointNet,ShapeNet,2,32,0.7
574,Bert-Large,WikiText,2,256/32,0.26,"0,1",TP24,PointNet,ShapeNet,2,64,0.92
575,Bert-Large,WikiText,2,256/32,0.21,"0,1",TP24,PointNet,ShapeNet,2,128,0.99
576,Bert-Large,WikiText,4,256/64,0.41,"0,1,2,3",TP24,resnet50,ImageNet,4,32,0.43
577,Bert-Large,WikiText,4,256/64,0.0,"0,1,2,3",TP24,resnet50,ImageNet,4,64,0.0
578,Bert-Large,WikiText,4,256/64,0.0,"0,1,2,3",TP24,resnet50,ImageNet,4,128,0.0
579,Bert-Large,WikiText,4,256/64,0.22,"0,1,2,3",TP24,vgg19,ImageNet,4,32,0.7
580,Bert-Large,WikiText,4,256/64,0.0,"0,1,2,3",TP24,vgg19,ImageNet,4,64,0.0
581,Bert-Large,WikiText,4,256/64,0.0,"0,1,2,3",TP24,vgg19,ImageNet,4,128,0.0
582,Bert-Large,WikiText,4,256/64,0.58,"0,1,2,3",TP24,DCGAN,LSUN,4,32,0.4
583,Bert-Large,WikiText,4,256/64,0.55,"0,1,2,3",TP24,DCGAN,LSUN,4,64,0.37
584,Bert-Large,WikiText,4,256/64,0.51,"0,1,2,3",TP24,DCGAN,LSUN,4,128,0.5
585,Bert-Large,WikiText,4,256/64,0.32,"0,1,2,3",TP24,PointNet,ShapeNet,4,32,0.75
586,Bert-Large,WikiText,4,256/64,0.21,"0,1,2,3",TP24,PointNet,ShapeNet,4,64,0.86
587,Bert-Large,WikiText,4,256/64,0.0,"0,1,2,3",TP24,PointNet,ShapeNet,4,128,0.0
588,GPT2-Medium,WikiText,2,512/16,0.53,"0,1",TP24,resnet50,ImageNet,2,32,0.39
589,GPT2-Medium,WikiText,2,512/16,0.0,"0,1",TP24,resnet50,ImageNet,2,64,0.0
590,GPT2-Medium,WikiText,2,512/16,0.0,"0,1",TP24,resnet50,ImageNet,2,128,0.0
591,GPT2-Medium,WikiText,2,512/16,0.0,"0,1",TP24,vgg19,ImageNet,2,32,0.0
592,GPT2-Medium,WikiText,2,512/16,0.0,"0,1",TP24,vgg19,ImageNet,2,64,0.0
593,GPT2-Medium,WikiText,2,512/16,0.0,"0,1",TP24,vgg19,ImageNet,2,128,0.0
594,GPT2-Medium,WikiText,2,512/16,0.69,"0,1",TP24,DCGAN,LSUN,2,32,0.42
595,GPT2-Medium,WikiText,2,512/16,0.67,"0,1",TP24,DCGAN,LSUN,2,64,0.41
596,GPT2-Medium,WikiText,2,512/16,0.63,"0,1",TP24,DCGAN,LSUN,2,128,0.46
597,GPT2-Medium,WikiText,2,512/16,0.47,"0,1",TP24,PointNet,ShapeNet,2,32,0.64
598,GPT2-Medium,WikiText,2,512/16,0.29,"0,1",TP24,PointNet,ShapeNet,2,64,0.89
599,GPT2-Medium,WikiText,2,512/16,0.0,"0,1",TP24,PointNet,ShapeNet,2,128,0.0
600,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,resnet50,ImageNet,4,32,0.0
601,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,resnet50,ImageNet,4,64,0.0
602,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,resnet50,ImageNet,4,128,0.0
603,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,vgg19,ImageNet,4,32,0.0
604,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,vgg19,ImageNet,4,64,0.0
605,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,vgg19,ImageNet,4,128,0.0
606,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,DCGAN,LSUN,4,32,0.0
607,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,DCGAN,LSUN,4,64,0.0
608,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,DCGAN,LSUN,4,128,0.0
609,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,PointNet,ShapeNet,4,32,0.0
610,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,PointNet,ShapeNet,4,64,0.0
611,GPT2-Medium,WikiText,4,512/32,0.0,"0,1,2,3",TP24,PointNet,ShapeNet,4,128,0.0
612,Bert-Large,WikiText,2,256/16,0.66,"0,1",DP24,resnet50,ImageNet,2,32,0.36
613,Bert-Large,WikiText,2,256/16,0.58,"0,1",DP24,resnet50,ImageNet,2,64,0.49
614,Bert-Large,WikiText,2,256/16,0.51,"0,1",DP24,resnet50,ImageNet,2,128,0.64
615,Bert-Large,WikiText,2,256/16,0.45,"0,1",DP24,vgg19,ImageNet,2,32,0.68
616,Bert-Large,WikiText,2,256/16,0.34,"0,1",DP24,vgg19,ImageNet,2,64,0.79
617,Bert-Large,WikiText,2,256/16,0.24,"0,1",DP24,vgg19,ImageNet,2,128,0.89
618,Bert-Large,WikiText,2,256/16,0.91,"0,1",DP24,DCGAN,LSUN,2,32,0.38
619,Bert-Large,WikiText,2,256/16,0.88,"0,1",DP24,DCGAN,LSUN,2,64,0.38
620,Bert-Large,WikiText,2,256/16,0.83,"0,1",DP24,DCGAN,LSUN,2,128,0.4
621,Bert-Large,WikiText,2,256/16,0.66,"0,1",DP24,PointNet,ShapeNet,2,32,0.57
622,Bert-Large,WikiText,2,256/16,0.49,"0,1",DP24,PointNet,ShapeNet,2,64,0.76
623,Bert-Large,WikiText,2,256/16,0.35,"0,1",DP24,PointNet,ShapeNet,2,128,0.87
624,Bert-Large,WikiText,4,256/16,0.68,"0,1,2,3",DP24,resnet50,ImageNet,4,32,0.35
625,Bert-Large,WikiText,4,256/16,0.6,"0,1,2,3",DP24,resnet50,ImageNet,4,64,0.57
626,Bert-Large,WikiText,4,256/16,0.48,"0,1,2,3",DP24,resnet50,ImageNet,4,128,0.63
627,Bert-Large,WikiText,4,256/16,0.42,"0,1,2,3",DP24,vgg19,ImageNet,4,32,0.66
628,Bert-Large,WikiText,4,256/16,0.31,"0,1,2,3",DP24,vgg19,ImageNet,4,64,0.78
629,Bert-Large,WikiText,4,256/16,0.22,"0,1,2,3",DP24,vgg19,ImageNet,4,128,0.85
630,Bert-Large,WikiText,4,256/16,0.91,"0,1,2,3",DP24,DCGAN,LSUN,4,32,0.37
631,Bert-Large,WikiText,4,256/16,0.88,"0,1,2,3",DP24,DCGAN,LSUN,4,64,0.35
632,Bert-Large,WikiText,4,256/16,0.83,"0,1,2,3",DP24,DCGAN,LSUN,4,128,0.44
633,Bert-Large,WikiText,4,256/16,0.63,"0,1,2,3",DP24,PointNet,ShapeNet,4,32,0.61
634,Bert-Large,WikiText,4,256/16,0.46,"0,1,2,3",DP24,PointNet,ShapeNet,4,64,0.76
635,Bert-Large,WikiText,4,256/16,0.0,"0,1,2,3",DP24,PointNet,ShapeNet,4,128,0.0
636,GPT2-Medium,WikiText,2,512/8,0.71,"0,1",DP24,resnet50,ImageNet,2,32,0.32
637,GPT2-Medium,WikiText,2,512/8,0.62,"0,1",DP24,resnet50,ImageNet,2,64,0.44
638,GPT2-Medium,WikiText,2,512/8,0.0,"0,1",DP24,resnet50,ImageNet,2,128,0.0
639,GPT2-Medium,WikiText,2,512/8,0.48,"0,1",DP24,vgg19,ImageNet,2,32,0.61
640,GPT2-Medium,WikiText,2,512/8,0.0,"0,1",DP24,vgg19,ImageNet,2,64,0.0
641,GPT2-Medium,WikiText,2,512/8,0.0,"0,1",DP24,vgg19,ImageNet,2,128,0.0
642,GPT2-Medium,WikiText,2,512/8,0.91,"0,1",DP24,DCGAN,LSUN,2,32,0.35
643,GPT2-Medium,WikiText,2,512/8,0.89,"0,1",DP24,DCGAN,LSUN,2,64,0.33
644,GPT2-Medium,WikiText,2,512/8,0.85,"0,1",DP24,DCGAN,LSUN,2,128,0.36
645,GPT2-Medium,WikiText,2,512/8,0.69,"0,1",DP24,PointNet,ShapeNet,2,32,0.52
646,GPT2-Medium,WikiText,2,512/8,0.55,"0,1",DP24,PointNet,ShapeNet,2,64,0.7
647,GPT2-Medium,WikiText,2,512/8,0.0,"0,1",DP24,PointNet,ShapeNet,2,128,0.0
648,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,resnet50,ImageNet,4,32,0.0
649,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,resnet50,ImageNet,4,64,0.0
650,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,resnet50,ImageNet,4,128,0.0
651,GPT2-Medium,WikiText,4,512/8,0.47,"0,1,2,3",DP24,vgg19,ImageNet,4,32,0.64
652,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,vgg19,ImageNet,4,64,0.0
653,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,vgg19,ImageNet,4,128,0.0
654,GPT2-Medium,WikiText,4,512/8,0.91,"0,1,2,3",DP24,DCGAN,LSUN,4,32,0.32
655,GPT2-Medium,WikiText,4,512/8,0.89,"0,1,2,3",DP24,DCGAN,LSUN,4,64,0.3
656,GPT2-Medium,WikiText,4,512/8,0.84,"0,1,2,3",DP24,DCGAN,LSUN,4,128,0.39
657,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,PointNet,ShapeNet,4,32,0.0
658,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,PointNet,ShapeNet,4,64,0.0
659,GPT2-Medium,WikiText,4,512/8,0.0,"0,1,2,3",DP24,PointNet,ShapeNet,4,128,0.0
